City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code,z_score
Aberdeen,58.0,Paul MacIntyre,Corporate,0.07,1,2014-10-22,53728,High,27,0.38,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,637.602,Central,7523,1502.66,2014-10-23,Regular Air,1.49,South Dakota,58.1,57401,-0.07621494963838138
Ames,58.0,Julie Creighton,Corporate,0.03,1,2014-10-22,35,Not Specified,30,0.52,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,60.72,Central,7,288.56,2014-10-23,Regular Air,2.25,Iowa,9.11,50010,-0.4148914269940789
Peoria,58.0,Chad Cunningham,Small Business,0.08,1,2014-10-22,20160,Low,42,0.38,Office Supplies,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Paper,174.89,Central,2796,435.24,2014-10-24,Express Air,1.79,Illinois,10.31,61604,-0.3739746444403076
Ames,58.0,Julie Creighton,Corporate,0.01,1,2014-10-22,35,Not Specified,14,0.58,Technology,Small Box,CF 688,Telephones and Communication,48.987,Central,8,1892.848,2014-10-24,Regular Air,8.99,Iowa,155.99,50010,0.03262904784655796
Milwaukee,58.0,Scot Coram,Corporate,0.03,1,2014-10-23,11040,Not Specified,44,0.35,Office Supplies,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,389.61,Central,1532,1102.28,2014-10-23,Regular Air,6.71,Wisconsin,23.99,53209,-0.1879020330776979
Weslaco,58.0,Gary Zandusky,Home Office,0.01,1,2014-10-24,21893,Critical,30,0.38,Office Supplies,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,59.47,Central,3057,532.11,2014-10-25,Express Air,8.13,Texas,17.07,78596,-0.34695249604936246
Garfield Heights,58.0,Sandra Flanagan,Home Office,0.06,1,2014-10-24,4512,Low,43,0.64,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-353.659878,East,639,6077.11,2014-10-29,Delivery Truck,43.75,Ohio,146.34,44125,1.1998402450241423
Colchester,58.0,Sara Luxemburg,Small Business,0.1,1,2014-10-25,33987,High,19,0.61,Furniture,Jumbo Drum,Office Star - Task Chair with Contemporary Loop Arms,Chairs & Chairmats,-189.55,East,4785,1616.87,2014-10-26,Delivery Truck,30.0,Vermont,90.98,5439,-0.044355761368227234
El Dorado Hills,58.0,Sara Luxemburg,Small Business,0.07,1,2014-10-25,33987,High,27,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,270.603,West,4786,1521.1345,2014-10-26,Regular Air,3.99,California,65.99,95630,-0.07106143791701759
Fair Lawn,58.0,Becky Martin,Home Office,0.05,1,2014-10-25,47106,Medium,37,0.57,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,660.06,East,6619,2192.63,2014-10-27,Regular Air,3.99,New Jersey,59.98,7410,0.1162540472161698
Westbrook,58.0,Becky Martin,Home Office,0.1,1,2014-10-25,47106,Medium,40,0.59,Technology,Small Box,3285,Telephones and Communication,1489.959,East,6620,6618.457,2014-10-27,Regular Air,5.99,Maine,205.99,4092,1.350850454221964
North Tonawanda,58.0,Mitch Webber,Corporate,0.04,1,2014-10-25,20384,Low,32,0.73,Furniture,Jumbo Box,Bush Advantage Collection® Round Conference Table,Tables,-513.79042,East,2822,6902.51,2014-10-29,Delivery Truck,110.2,New York,212.6,14120,1.4300878065177531
North Tonawanda,58.0,Mitch Webber,Corporate,0.08,1,2014-10-25,20384,Low,30,0.56,Office Supplies,Small Box,Project Tote Personal File,Storage & Organization,-148.26,East,2821,396.6,2014-11-01,Regular Air,9.37,New York,14.03,14120,-0.3847533769047044
Lakewood,58.0,Adam Hart,Corporate,0.0,1,2014-10-26,39041,Critical,47,0.49,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,-158.58,West,5505,418.03,2014-10-26,Express Air,7.96,California,8.09,90712,-0.37877542046805784
Bangor,58.0,Corey Catlett,Home Office,0.09,1,2014-10-26,13472,Critical,26,0.39,Office Supplies,Small Box,Avery 506,Labels,42.89,East,1870,106.03,2014-10-27,Regular Air,0.5,Maine,4.13,4401,-0.4658086639693984
Clinton,58.0,Alyssa Tate,Small Business,0.09,1,2014-10-26,52195,Not Specified,19,0.38,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-2.829,East,7322,267.0,2014-10-27,Regular Air,7.17,MA,14.45,1510,-0.4209056472821843
Laurinburg,58.0,Lindsay Castell,Small Business,0.1,1,2014-10-26,26144,High,28,0.36,Office Supplies,Small Box,Avery 474,Labels,13.23,South,3650,75.74,2014-10-27,Regular Air,0.99,North Carolina,2.88,28352,-0.4742581413593202
Lakewood,58.0,Adam Hart,Corporate,0.06,1,2014-10-26,39041,Critical,23,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,36.32,West,5506,336.86,2014-10-28,Regular Air,5.3,California,14.2,90712,-0.40141801141358285
Kendall,58.0,Tracy Collins,Corporate,0.05,1,2014-10-26,27717,Critical,19,0.37,Office Supplies,Small Box,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,-93.67,South,3881,75.19,2014-10-29,Regular Air,7.5,Florida,3.75,33156,-0.47441156534626167
Glen Ellyn,58.0,Julia West,Consumer,0.0,1,2014-10-27,58055,Critical,26,0.56,Furniture,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,-56.45,Central,8124,208.6,2014-10-29,Regular Air,5.21,Illinois,7.38,60137,-0.4371964851683327
Texas City,58.0,Dan Lawera,Corporate,0.07,1,2014-10-28,34082,Not Specified,20,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-10.2465,Central,4794,38.56,2014-10-29,Regular Air,1.49,Texas,1.88,77590,-0.4846296028765633
Texarkana,58.0,Dan Lawera,Corporate,0.1,1,2014-10-28,34082,Not Specified,19,0.56,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,350.62,Central,4793,2536.18,2014-10-29,Regular Air,19.99,Texas,142.86,75503,0.21208824851387986
Clarksville,58.0,Randy Ferguson,Corporate,0.03,1,2014-10-28,57287,Not Specified,11,0.42,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,56.1,South,8019,472.12,2014-10-29,Regular Air,1.99,Tennessee,40.97,37042,-0.36368686873412354
Modesto,58.0,Corey Lock,Home Office,0.04,1,2014-10-28,53283,High,2,0.39,Technology,Medium Box,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Office Machines,-27.6747,West,7465,25.07,2014-10-29,Regular Air,5.76,California,9.49,95351,-0.4883926748471822
Carrollton,58.0,Erin Creighton,Corporate,0.05,1,2014-10-28,17377,Low,39,0.58,Office Supplies,Wrap Bag,Prang Drawing Pencil Set,Pens & Art Supplies,-4.86,Central,2396,110.38,2014-10-30,Regular Air,1.2,Texas,2.78,75007,-0.46459521970904316
Texas City,58.0,Dan Lawera,Corporate,0.02,1,2014-10-28,34082,Not Specified,35,0.59,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,-34.59,Central,4795,764.32,2014-10-30,Regular Air,8.99,Texas,21.38,77590,-0.28217688876267566
Reisterstown,58.0,Chad McGuire,Small Business,0.0,1,2014-10-28,32001,Low,11,0.39,Technology,Medium Box,Polycom VoiceStation 100,Office Machines,794.2,East,4495,3443.21,2014-10-30,Regular Air,13.99,Maryland,300.98,21136,0.4651067191966394
Pocatello,58.0,Sung Pak,Small Business,0.08,1,2014-10-28,31109,Low,49,0.37,Office Supplies,Small Box,GBC Wire Binding Strips,Binders and Binder Accessories,219.0365,West,4368,1515.0,2014-11-01,Regular Air,12.62,Idaho,31.74,83201,-0.07277267327682196
Reisterstown,58.0,Chad McGuire,Small Business,0.07,1,2014-10-28,32001,Low,22,0.52,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,205.13,East,4494,494.84,2014-11-02,Regular Air,3.63,Maryland,22.23,21136,-0.35734906330992333
Prior Lake,58.0,John Castell,Consumer,0.1,1,2014-10-29,5092,Low,3,0.62,Furniture,Jumbo Box,"Bush Cubix Collection Bookcases, Fully Assembled",Bookcases,-337.92,Central,714,709.04,2014-10-29,Delivery Truck,64.66,Minnesota,220.98,55372,-0.29759739421381065
Kentwood,58.0,Ralph Kennedy,Corporate,0.05,1,2014-10-29,22657,High,8,0.53,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,-7.73,Central,3157,32.92,2014-10-30,Regular Air,2.0,Michigan,3.95,49508,-0.48620289612447215
Kentwood,58.0,Ralph Kennedy,Corporate,0.0,1,2014-10-29,22657,High,36,0.51,Technology,Small Box,Hayes Optima 56K V.90 Internal Voice Modem,Computer Peripherals,3392.88,Central,3156,9544.18,2014-10-30,Express Air,11.25,Michigan,256.99,49508,2.166988794851684
Saint Peters,58.0,Christine Sundaresam,Small Business,0.07,1,2014-10-29,48164,High,33,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,12.31,Central,6760,94.39,2014-10-31,Regular Air,0.7,MO,2.88,63376,-0.46905567343848686
Prior Lake,58.0,John Castell,Consumer,0.06,1,2014-10-29,5092,Low,25,0.36,Office Supplies,Small Box,Xerox 1892,Paper,220.91,Central,715,978.77,2014-11-03,Regular Air,13.26,Minnesota,38.76,55372,-0.22235548149068052
Springfield,58.0,Nora Price,Small Business,0.06,1,2014-10-29,38628,Low,23,0.36,Technology,Small Pack,Accessory23,Telephones and Communication,251.262,South,5439,667.998,2014-11-03,Regular Air,1.25,Virginia,35.99,22153,-0.3090461710720863
Ormond Beach,58.0,Valerie Dominguez,Corporate,0.05,1,2014-10-30,19557,Low,9,0.6,Office Supplies,Small Box,"File Shuttle II and Handi-File, Black",Storage & Organization,15.56,South,2707,312.25,2014-10-30,Regular Air,5.1,Florida,33.89,32174,-0.40828303744745464
Marysville,58.0,Tony Sayre,Small Business,0.09,1,2014-10-30,420,Not Specified,8,0.38,Office Supplies,Small Box,Xerox 190,Paper,-20.69,West,72,43.29,2014-10-30,Regular Air,4.86,Washington,4.98,98270,-0.4833101565888667
Fall River,58.0,Aaron Hawkins,Home Office,0.05,1,2014-10-30,27559,High,38,0.38,Office Supplies,Small Box,Xerox 1933,Paper,79.34,East,3866,465.9,2014-10-31,Regular Air,4.86,MA,12.28,2724,-0.3654219545500797
Marysville,58.0,Tony Sayre,Small Business,0.03,1,2014-10-30,420,Not Specified,6,0.36,Office Supplies,Small Box,Xerox 1950,Paper,-14.56,West,73,41.7,2014-11-01,Regular Air,5.37,Washington,5.78,98270,-0.4837536913874793
Redding,58.0,Dave Kipp,Consumer,0.09,1,2014-10-30,20898,Medium,33,0.56,Technology,Small Box,2190,Telephones and Communication,298.206,West,2894,1756.593,2014-11-01,Regular Air,5.63,California,65.99,96003,-0.005379652772913685
Ormond Beach,58.0,Valerie Dominguez,Corporate,0.08,1,2014-10-30,19557,Low,26,0.39,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,13.99,South,2706,66.6,2014-11-03,Regular Air,0.8,Florida,2.62,32174,-0.4768077690695839
Everett,58.0,Ruben Dartt,Corporate,0.07,1,2014-10-31,50726,Low,21,0.39,Office Supplies,Small Box,Avery 491,Labels,36.01,West,7110,98.88,2014-10-31,Express Air,0.99,Washington,4.13,98208,-0.4678031757996374
Roy,58.0,Craig Carroll,Corporate,0.08,1,2014-10-31,51557,High,14,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-22.01,West,7231,37.9,2014-10-31,Regular Air,2.4,Utah,2.6,84067,-0.48481371166089304
Westerville,58.0,Vivek Grady,Home Office,0.05,1,2014-10-31,57091,Medium,6,0.81,Office Supplies,Wrap Bag,Alliance Rubber Bands,Rubber Bands,-2.79,East,7984,14.85,2014-11-01,Express Air,1.02,Ohio,1.68,43081,-0.49124357147725817
Roy,58.0,Craig Carroll,Corporate,0.04,1,2014-10-31,51557,High,36,0.37,Office Supplies,Small Box,Xerox 1937,Paper,804.66,West,7230,1749.07,2014-11-02,Regular Air,5.79,Utah,48.04,84067,-0.007478213961569446
Wake Forest,58.0,Neil Knudson,Home Office,0.0,1,2014-10-31,59205,Critical,11,0.39,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-47.18,South,8287,54.59,2014-11-02,Regular Air,6.89,North Carolina,4.13,27587,-0.48015799103897844
Forest Park,58.0,Ashley Jarboe,Home Office,0.0,1,2014-10-31,23781,Critical,30,0.37,Office Supplies,Small Box,Xerox 226,Paper,-59.85,South,3326,200.24,2014-11-02,Regular Air,5.84,Georgia,6.48,30297,-0.43952852976984297
Wake Forest,58.0,Neil Knudson,Home Office,0.05,1,2014-10-31,59205,Critical,35,0.81,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,-157.42,South,8288,597.04,2014-11-02,Regular Air,7.04,North Carolina,16.74,27587,-0.32884009700916367
Everett,58.0,Ruben Dartt,Corporate,0.0,1,2014-10-31,50726,Low,45,0.58,Furniture,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,2532.0,West,7109,9248.74,2014-11-04,Delivery Truck,23.76,Washington,200.98,98208,2.084575008120799
Beaumont,58.0,Darren Budd,Home Office,0.07,1,2014-11-01,52162,Not Specified,39,0.56,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,-220.3,Central,7315,261.16,2014-11-01,Regular Air,9.68,Texas,6.48,77705,-0.42253473107079914
Palm Coast,58.0,Irene Maddox,Consumer,0.0,1,2014-11-01,5281,High,36,0.64,Furniture,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,624.36,South,731,4733.7,2014-11-02,Delivery Truck,30.0,Florida,120.98,32137,0.8250923935749888
Palm Coast,58.0,Irene Maddox,Consumer,0.1,1,2014-11-01,5281,High,14,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,1107.53,South,732,2718.07,2014-11-02,Regular Air,21.21,Florida,209.84,32137,0.26282695575894033
Bedford,58.0,Darren Budd,Home Office,0.07,1,2014-11-01,52162,Not Specified,47,0.55,Furniture,Jumbo Drum,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Chairs & Chairmats,23.34,Central,7316,155.22,2014-11-02,Regular Air,1.35,Texas,3.29,76021,-0.45208698048276075
Gorham,58.0,Paul Knutson,Corporate,0.08,1,2014-11-01,55425,Critical,7,0.6,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-52.49,East,7739,73.86,2014-11-02,Regular Air,9.45,Maine,9.71,4038,-0.47478257244195654
Cohoes,58.0,Kimberly Carter,Small Business,0.08,1,2014-11-01,54368,Not Specified,16,0.38,Office Supplies,Small Box,Xerox 1952,Paper,-48.55,East,7597,79.53,2014-11-02,Regular Air,5.49,New York,4.98,12047,-0.4732009106129418
Meriden,58.0,Paul Knutson,Corporate,0.04,1,2014-11-01,55425,Critical,42,0.59,Technology,Small Box,StarTAC 3000,Telephones and Communication,963.675,East,7740,4373.8535,2014-11-02,Express Air,7.69,Connecticut,125.99,6450,0.724712239544203
Cohoes,58.0,Kimberly Carter,Small Business,0.05,1,2014-11-01,54368,Not Specified,43,0.56,Technology,Small Box,KF 788,Telephones and Communication,383.094,East,7598,1680.977,2014-11-02,Regular Air,4.99,New York,45.99,12047,-0.026472940403033458
Cohoes,58.0,Kimberly Carter,Small Business,0.04,1,2014-11-01,54368,Not Specified,31,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-48.07,East,7596,233.2,2014-11-03,Regular Air,5.83,New York,7.64,12047,-0.4303342486614962
Passaic,58.0,Paul Knutson,Corporate,0.05,1,2014-11-01,55425,Critical,8,0.48,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,-114.68,East,7741,2302.36,2014-11-03,Express Air,7.18,New Jersey,300.97,7055,0.1468635273745099
Albany,58.0,Sample Company A,Home Office,0.1,1,2014-11-02,36,Critical,46,0.55,Technology,Small Box,6162i,Telephones and Communication,657.477,West,9,2484.7455,2014-11-02,Regular Air,4.2,Oregon,65.99,97321,0.19774045568416931
Casas Adobes,58.0,Quincy Jones,Small Business,0.02,1,2014-11-02,56577,Critical,30,0.76,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,698.67,West,7909,7497.08,2014-11-03,Delivery Truck,54.12,Arizona,296.18,85704,1.5959447154555482
Cohoes,58.0,Kimberly Carter,Home Office,0.03,1,2014-11-02,55206,Medium,20,0.37,Office Supplies,Small Box,Wilson Jones Easy Flow II™ Sheet Lifters,Binders and Binder Accessories,-64.883,East,7703,52.7,2014-11-03,Express Air,4.79,New York,1.8,12047,-0.48068521164864997
Lewiston,58.0,Quincy Jones,Small Business,0.08,1,2014-11-02,56577,Critical,19,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-351.51,West,7910,1134.2,2014-11-04,Delivery Truck,36.61,Idaho,58.14,83501,-0.17899786278102225
Ogden,58.0,Brian DeCherney,Corporate,0.07,1,2014-11-02,34179,Not Specified,21,0.49,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,44.56,West,4806,293.27,2014-11-04,Regular Air,1.99,Utah,14.48,84404,-0.41357755976045285
Tooele,58.0,Frank Gastineau,Small Business,0.05,1,2014-11-03,54116,Critical,22,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,350.0,West,7564,3329.27,2014-11-04,Delivery Truck,16.01,Utah,150.98,84074,0.43332284815643823
Pacifica,58.0,Helen Andreada,Corporate,0.07,1,2014-11-03,53056,Critical,13,0.54,Technology,Small Box,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Office Machines,-51.1821,West,7441,509.49,2014-11-04,Regular Air,8.97,California,40.99,94044,-0.3532624062032097
Paragould,58.0,Keith Dawkins,Home Office,0.01,1,2014-11-03,33254,Not Specified,11,0.65,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,159.25,South,4675,466.35,2014-11-05,Regular Air,9.2,Arkansas,39.98,72450,-0.36529642583349126
Willow Grove,58.0,Kristen Hastings,Small Business,0.09,1,2014-11-05,58690,High,14,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-1068.0098,East,8209,3023.73,2014-11-06,Delivery Truck,69.64,Pennsylvania,218.75,19090,0.3480916391199011
Puyallup,58.0,Adrian Shami,Consumer,0.09,1,2014-11-05,31399,Not Specified,9,0.56,Technology,Small Box,KF 788,Telephones and Communication,-120.934,West,4406,337.2035,2014-11-06,Regular Air,4.99,Washington,45.99,98373,-0.4013221911599203
Van Buren,58.0,Scot Wooten,Corporate,0.09,1,2014-11-05,51009,Not Specified,10,0.49,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-29.14,South,7150,48.0,2014-11-07,Regular Air,6.92,Arkansas,4.18,72956,-0.4819962893552407
Schaumburg,58.0,Doug Bickford,Small Business,0.04,1,2014-11-05,52321,High,48,0.57,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,-37.52,Central,7343,617.26,2014-11-07,Regular Air,6.13,Illinois,12.28,60193,-0.3231996733437883
Westfield,58.0,Karl Brown,Home Office,0.08,1,2014-11-06,1191,Medium,35,0.59,Furniture,Jumbo Drum,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,-243.60336,East,182,3532.96,2014-11-07,Delivery Truck,60.0,New Jersey,100.8,7090,0.4901427243384513
Puyallup,58.0,Alan Dominguez,Corporate,0.08,1,2014-11-06,4672,Critical,20,0.52,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,-16.64,West,666,152.44,2014-11-07,Regular Air,3.68,Washington,7.7,98373,-0.45286246899857396
Kansas City,58.0,Meg O'Connel,Small Business,0.07,1,2014-11-06,46503,Not Specified,26,0.55,Technology,Small Pack,Accessory2,Telephones and Communication,265.392,Central,6537,1196.7915,2014-11-09,Regular Air,1.25,MO,55.99,64130,-0.16153779463802817
Santa Clara,58.0,Charles Crestani,Consumer,0.01,1,2014-11-07,3008,Medium,41,0.39,Office Supplies,Small Box,Multimedia Mailers,Envelopes,3081.02,West,444,6831.72,2014-11-08,Regular Air,19.99,California,162.93,95051,1.410340744634869
Inkster,58.0,Patrick O'Brill,Home Office,0.09,1,2014-11-07,51525,Critical,46,0.57,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,104.22,Central,7222,1463.27,2014-11-09,Regular Air,8.22,Michigan,34.76,48141,-0.08720289663042566
Inkster,58.0,Patrick O'Brill,Home Office,0.04,1,2014-11-07,51525,Critical,18,0.68,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,-36.24,Central,7221,360.24,2014-11-09,Express Air,4.0,Michigan,19.98,48141,-0.3948960972050529
Ogden,58.0,Brian DeCherney,Corporate,0.09,1,2014-11-07,36387,High,32,0.48,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,148.28,West,5107,616.39,2014-11-10,Regular Air,1.99,Utah,20.89,84404,-0.3234423621958594
Mooresville,58.0,MaryBeth Skach,Home Office,0.05,1,2014-11-07,24931,Low,9,0.36,Office Supplies,Small Box,GBC Poly Designer Binding Covers,Binders and Binder Accessories,13.77,South,3497,149.64,2014-11-11,Regular Air,5.08,North Carolina,16.74,28115,-0.45364353656845785
Grove City,58.0,Sarah Foster,Corporate,0.09,1,2014-11-08,52930,Low,24,0.59,Technology,Small Pack,Accessory24,Telephones and Communication,140.805,East,7425,1112.157,2014-11-08,Regular Air,3.3,Ohio,55.99,43123,-0.1851468172249327
Grove City,58.0,Sarah Foster,Corporate,0.02,1,2014-11-08,52930,Low,40,0.35,Technology,Small Pack,Accessory32,Telephones and Communication,972.9,East,7426,1865.5885,2014-11-08,Regular Air,1.25,Ohio,55.99,43123,0.025024936624683646
Centereach,58.0,Dennis Kane,Small Business,0.08,1,2014-11-08,12448,Critical,24,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,459.5,East,1731,6802.37,2014-11-09,Delivery Truck,69.55,New York,284.98,11720,1.4021534827862652
Centereach,58.0,Dennis Kane,Small Business,0.07,1,2014-11-08,12448,Critical,33,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,-269.8015,East,1730,240.27,2014-11-11,Regular Air,11.51,New York,7.38,11720,-0.42836205304753955
Grove City,58.0,Sarah Foster,Corporate,0.04,1,2014-11-08,52930,Low,16,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,44.12,East,7423,136.98,2014-11-12,Regular Air,1.39,Ohio,8.74,43123,-0.4571750777951468
Grove City,58.0,Sarah Foster,Corporate,0.1,1,2014-11-08,52930,Low,39,0.36,Office Supplies,Small Box,Xerox 1924,Paper,-183.05,East,7424,225.17,2014-11-13,Regular Air,8.09,Ohio,5.78,43123,-0.4325742388708416
Creve Coeur,58.0,Joseph Airdo,Consumer,0.02,1,2014-11-09,32198,Medium,31,0.69,Technology,Small Pack,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,-117.92,Central,4527,240.63,2014-11-09,Regular Air,5.53,MO,7.37,63141,-0.42826163007426876
Cedar Rapids,58.0,Kimberly Carter,Home Office,0.06,1,2014-11-09,10369,Low,4,0.36,Office Supplies,Small Box,Xerox 1899,Paper,-12.38,Central,1436,27.34,2014-11-11,Regular Air,4.96,Iowa,5.78,52402,-0.48775945221016925
Bethesda,58.0,Matt Collister,Home Office,0.08,1,2014-11-09,3141,Critical,30,0.69,Technology,Small Pack,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,-26.72,East,463,534.96,2014-11-11,Regular Air,3.17,Maryland,18.89,20814,-0.3461574808443022
Clinton,58.0,Kimberly Carter,Home Office,0.0,1,2014-11-09,10369,Low,23,0.7,Technology,Small Pack,"Imation IBM Formatted Diskettes, 100/Pack",Computer Peripherals,-95.54,Central,1437,683.68,2014-11-14,Regular Air,8.99,Iowa,28.48,52732,-0.3046716347753299
Lawndale,58.0,Barry Pond,Consumer,0.03,1,2014-11-10,35587,Critical,43,0.47,Furniture,Small Pack,Magna Visual Magnetic Picture Hangers,Office Furnishings,-144.24,West,4998,208.77,2014-11-11,Regular Air,5.72,California,4.82,90260,-0.4371490632087326
La Crosse,58.0,Olvera Toch,Home Office,0.09,1,2014-11-10,11652,Not Specified,37,0.4,Office Supplies,Small Box,Xerox 1895,Paper,-249.11,Central,1608,223.82,2014-11-11,Regular Air,10.39,Wisconsin,5.98,54601,-0.43295082502060706
Florence,58.0,Cindy Schnelling,Corporate,0.03,1,2014-11-10,28870,High,27,0.64,Technology,Small Box,Microsoft Office Keyboard,Computer Peripherals,66.36,South,4049,1154.89,2014-11-11,Regular Air,6.5,Kentucky,40.98,41042,-0.17322633134498783
La Crosse,58.0,Olvera Toch,Home Office,0.07,1,2014-11-10,11652,Not Specified,35,0.75,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-36.0,Central,1607,1154.14,2014-11-11,Regular Air,5.5,Wisconsin,32.98,54601,-0.1734355458726353
Mason City,58.0,Sally Knutson,Consumer,0.02,1,2014-11-10,17926,Critical,37,0.57,Office Supplies,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,-70.04,Central,2463,608.33,2014-11-12,Regular Air,8.78,Iowa,15.31,50401,-0.3256907209863107
Norristown,58.0,Lena Creighton,Corporate,0.08,1,2014-11-10,6432,Critical,30,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-38.45,East,893,311.08,2014-11-12,Regular Air,4.5,Pennsylvania,10.89,19401,-0.4086094121105847
Madison,58.0,Olvera Toch,Home Office,0.1,1,2014-11-10,11652,Not Specified,25,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,14.11,Central,1610,122.09,2014-11-12,Regular Air,2.04,Wisconsin,5.18,53711,-0.4613286835507076
La Crosse,58.0,Olvera Toch,Home Office,0.05,1,2014-11-10,11652,Not Specified,1,0.56,Technology,Small Box,Talkabout T8367,Telephones and Communication,-261.349,Central,1609,61.4635,2014-11-12,Regular Air,8.99,Wisconsin,65.99,54601,-0.47824060963126536
Frankfort,58.0,Cindy Schnelling,Corporate,0.05,1,2014-11-10,28870,High,35,0.57,Technology,Small Box,6160,Telephones and Communication,822.402,Central,4050,3310.9455,2014-11-13,Regular Air,2.5,Illinois,115.99,60423,0.4282111793406039
Wauwatosa,58.0,Victoria Wilson,Home Office,0.07,1,2014-11-10,37223,Low,21,0.58,Technology,Small Box,LX 788,Telephones and Communication,310.59,Central,5228,2731.73,2014-11-14,Express Air,8.99,Wisconsin,155.99,53213,0.26663744968915926
